HITId, inputtext,Answer.sentiment.label
3WGCNLZJKF9PC655YI7NAVF5PT41DS, campusevangel give news coupl week nation rage amp peopl plot vain kingsset amp,Not about the police
3WGZLY9VCHN7N6PQX3G2P52D3Z9D8N, komonew polic illinoi child welfar agenc say staff chicagoarea hospit didnt alert determin blo,About the police - Neutral
3WJGKMRWVIA9Z9F3EFW7RRYWTQUCDS, tiaew chicago polic tell 4 peopl question 3 arrest press confer happen today c,About the police - Neutral
3WJGKMRWVIA9Z9F3EFW7RRYWTQUDCT, alyssahymanwsb miss pregnant teenag found dead babi cut womb famili say start faceb,Not about the police
3WJGKMRWVIA9Z9F3EFW7RRYWTQVCDT, american militari news proclaim chicago polic boost presenc jewish school synagogu molotov coc,About the police - Neutral
3WKGUBL7SZNP2HQGYHODR6UDAMF4LN, chicago mayor tradit reli citi polic offic secur new mayor lori lightfoot secur det,About the police - Neutral
3WKGUBL7SZNP2HQGYHODR6UDAMFL44, fox10phoenix break polic believ 19yearold pregnant woman went miss lure home southwest side kill,About the police - Neutral
3WKGUBL7SZNP2HQGYHODR6UDAMG4LO, polic zombi raccoon threaten pet health chicago suburb hitechcj illinoi,About the police - Neutral
3WPCIUYH1A9QLQHE01RXG1Y0HCUTDS, iosbakerjo sever incom aldermen say theyll back stall chicago polic civilian oversight plan headlin,About the police - Neutral
3WRAAIUSBJ0Z40NML11SF3B095LAXQ, cwbchicago chicagopolic didnt guy get defeat realiti lame duck could end throw book,About the police - Neutral
3WRAAIUSBJ0Z40NML11SF3B095LXAD, democrat bring state that chicago calif also crime rate climb time stand,Not about the police
3WRBLBQ2GR9SH1UE4P4V2BZSXTDG0D, destroymsm blustarsecur chicagopolic ajguglielmi cpdpolicefdtn policelvematt natpoliceassoc,About the police - Neutral
3WRBLBQ2GR9SH1UE4P4V2BZSXTE0GY, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48chica,Not about the police
3WRKFXQBOB83ANWU2LF7FF6SOJKYIO, florida sheriff man arrest slap sleep girlfriend face cheeseburg smartnew,Not about the police
3WUVMVA7OB4O9VN1MJPDCORBH5JAZN, question andrefor40th made unwav support cpac clear campaign nowh,Not about the police
3WUVMVA7OB4O9VN1MJPDCORBH5JZAC, miss pregnant teen found dead babi cut womb,Not about the police
3WYZV0QBFJE4NASERF1OAEV6RN6XB8, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48 chi,Not about the police
3WYZV0QBFJE4NASERF1OAEV6RN7BXN, pregnant chicago woman slain babi cut womb newsa pregnant woman gone chicago home respon,Not about the police
3X0EMNLXEPQENFOTA5I7HD3ASGDPVI, chicagocaps14 cpdetd chicagopolic congratul safeshift,About the police - Positive
3X0EMNLXEPQENFOTA5I7HD3ASGDVPO, cwbchicago chicagopolic hell,About the police - Neutral
3X2LT8FDHWJ6WCPHEYLSHTRYAFFW8F, cwbchicago chicagopolic interest watch,About the police - Neutral
3X2LT8FDHWJ6WCPHEYLSHTRYAFG8WS, day woman disappear believ murder believ babi forcibl remov,Not about the police
3X2YVV51PU5OLC5WFDCD2J4QW991W0, chicagopolic open new tech center analyz video dispar sourc publicsafeti via statetech,About the police - Neutral
3X2YVV51PU5OLC5WFDCD2J4QW99W1V, chiefgilbert1 columbuspolic westervillepd chicagopolic great job guy amp way repres,About the police - Positive
3X2YVV51PU5OLC5WFDCD2J4QW9A1W1, suntim polic say there evid indic link muhlaysia booker death april 12 beat suffer,Not about the police
3X4Q1O9UBHNURPBWD72CMZIHWTA7OR, theintercept educ controversi defin rahmemanuel first term second consum wi,Not about the police
3X4Q1O9UBHNURPBWD72CMZIHWTAO78, justalejandr cia fbi chicagopolic got,About the police - Neutral
3X4Q1O9UBHNURPBWD72CMZIHWTB7OS, nra armedcitizen shoot groin ride car die five day later,Not about the police
3X52SWXE0X688FFUVA1XJFNH060CW1, tiaew babi boy life support advoc christ medic center brain damag babi son marlenochoa,Not about the police
3X52SWXE0X688FFUVA1XJFNH060WCL, chicagopolic 012 link 019 way could fix,About the police - Neutral
3X52SWXE0X688FFUVA1XJFNH06ZWCK, infant rip womb murder woman polic sourc say via suntim type pe,Not about the police
3X55NP42EOHUB6MAQVC1YIBR1WKP3L, potu view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48,Not about the police
3X55NP42EOHUB6MAQVC1YIBR1WL3P0, greenvillenew pregnant woman gone chicago home respons facebook offer free babi cloth strangl,Not about the police
3X7837UUADZXME6UEK5F8P1Z2OGJ6L, confirm ald proco joe moreno arrest charg file fals polic report cwbchicago,About the police - Neutral
3X7837UUADZXME6UEK5F8P1Z2OH6J9, help chicago use cta line wasnt familiar give proof your,Not about the police
3X878VYTIEJ0LCY3E4JMZ5934SJ7F5, mani black peopl kill chicago black one person tri stop slaughter bu,About the police - Negative
3X878VYTIEJ0LCY3E4JMZ5934SJF7D, famili believ facebook promis free babi cloth lure pregnant woman chicago home polic,Not about the police
3X878VYTIEJ0LCY3E4JMZ5934SK7F6, senadrija ramsrini3 syr98009620 naveenm14993552 chandravangoor inkmonkey3 palanin classicbuy khantastix sushmaswaraj ilst,Not about the police
3X878VYTIEJ0LCY3E4JMZ5934SKF7E, polic western illinoi search 19yearold stole 100 gun anoth man b,About the police - Positive
3XABXM4AJ161CFTV2PMMP49CMEZ8QO, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48 chica,Not about the police
3XAOZ9UYRZSJ1F9A34D7AUM488S1QW, opinion rahm emanuel chicago lead polic reform,About the police - Positive
3XAOZ9UYRZSJ1F9A34D7AUM488SQ1L, chicago polic deploy rang protest tactic,About the police - Positive
3XAOZ9UYRZSJ1F9A34D7AUM488T1QX, pregnant us teen kill babi taken womb polic polic chicago charg three peopl thursday connectio,About the police - Neutral
3XBXDSS888KG0JEQISQIOHRB3HKLXJ, realdailywir chicago alderman arrest file fals polic report get smollett deal,About the police - Neutral
3XBXDSS888KG0JEQISQIOHRB3HKXLV, sad 55 peopl lose live order chicagopolic start someth,About the police - Negative
3XBYQ44Z6P5PUWH5HWWN8PNLOS0WT4, 3 charg slay pregnant chicago teen,Not about the police
3XBYQ44Z6P5PUWH5HWWN8PNLOSZTW0, chicagopolic hitler infiltr mind bodi soul give cue kill innoc peopl,About the police - Neutral
3XBYQ44Z6P5PUWH5HWWN8PNLOSZWT3, much hate chicago synagogu target arson vandal polic step patrol via usatoday,About the police - Neutral
3XD2A6FGFNVD30RIZLH5K0JOO819S2, cop bike patrol highcrim area nbc chicago,About the police - Neutral
3XD2A6FGFNVD30RIZLH5K0JOO81S9L, wgnnew chicago polic fatal shot man follow barricad situat citi woodlawn neighborhood wednesday,About the police - Neutral
3XDJY5RK5SMSL7DA7VGEITQWND7U46, chicagopolic chicago proud thank servic policeweek,About the police - Positive
3XDJY5RK5SMSL7DA7VGEITQWND84UH, israelcampu chicago synagogu target attempt arson attack weekend,Not about the police
3XDJY5RK5SMSL7DA7VGEITQWND8U47, chicagocaps17 amaz turnout chicago polic offic attend annual nation polic week dc much love respect,About the police - Positive
3XDJY5RK5SMSL7DA7VGEITQWND94UI, fox6now chicago polic alert attempt arson vandal synagogu,About the police - Neutral
3XDSWAMB22T3OIJ8J12RRQ5VC5JCQX, apcentralregion famili believ facebook promis free babi cloth lure pregnant woman chicago home polic say,About the police - Negative
3XDSWAMB22T3OIJ8J12RRQ5VC5JQCB, miss pregnant woman found dead babi forcibl remov womb polic say cnn,About the police - Neutral
3XDSWAMB22T3OIJ8J12RRQ5VC5KCQY, wgnnew chicago polic increas patrol near jewish school synagogu busi sunday follow attempt arson multip,About the police - Neutral
3XEDXEGFX3PXJNQXUGPA03RL4AV0K1, like someth criminalmind marlen ochoauriostegui miss pregnant chicago teen found dead babi cut,Not about the police
3XEDXEGFX3PXJNQXUGPA03RL4AVK0L, nvanclev cnn call chicagosmayor footnot long racist histori racial violenc chicago segreg c,Not about the police
3XEIP58NL0O55EE5JAE3L27MBHHZLT, illinoi meteor chicago polic camera captur incred blaze firebal scienc news,About the police - Neutral
3XEIP58NL0O55EE5JAE3L27MBHILZG, polic amp fire trial begin suspect 2010 murder offduti chicago leo man accus kill le,About the police - Neutral
3XEIP58NL0O55EE5JAE3L27MBHIZLU, new chicago mayor doesnt want chicago polic protect danger time countri,About the police - Neutral
3XH7ZM9YX2V12LR5KWH0UQES26IR9W, three peopl charg miss pregnant woman found dead chicago southwest side accord,Not about the police
3XH7ZM9YX2V12LR5KWH0UQES26J9RF, jimthepio got messag impdnew chicagopolic detect patch trade town famili visit be,About the police - Neutral
3XJOUITW8USKAZLJ5NXHG05Z0RJQTU, yeah justic investig shit chicago rahm polic chief got panti,About the police - Negative
3XJOUITW8USKAZLJ5NXHG05Z0RJTQX, latest 3 arrest death pregnant woman chicago ap latest slay pregnant chicago w,Not about the police
3XQ4XW3OD9D23G6JEC2QADBAI2R2S3, alderman moreno arrest chicago file fals polic report via cwbchicago,About the police - Neutral
3XQ4XW3OD9D23G6JEC2QADBAI2RS2T, polic search suspect help steal 100 gun western illinoi,About the police - Neutral
3XQ4XW3OD9D23G6JEC2QADBAI2S2S4, adolph hitler soul suspect culprit end day end world mass extinct 11 mon,Not about the police
3XT3KXP24ZZ1R3MOW2KFWOMZP9RI68, updat lakeshor limit train 48 depart chicago chi 518 back move current oper,Not about the police
3XT3KXP24ZZ1R3MOW2KFWOMZP9S6IX, steugenechicago student amp faculti rais 200 chicago polic depart memori fund today wear blue support,About the police - Positive
3XU80RHWHZHT49JVSPPW5PS2O0K44U, death,Not about the police
3XU80RHWHZHT49JVSPPW5PS2O0L44V, arsonist attempt twice set fire synagogu build downtown chicago antisemit thank ther,Not about the police
3XU9MCX6VODQ2166ZN2LK36EW082RF, aw three peopl charg miss pregnant woman found dead chicago southwest side ac,Not about the police
3XU9MCX6VODQ2166ZN2LK36EW08R24, jtumid eastsiderico ajplu mean chicagopolic visibl shaken press confer,About the police - Neutral
3XUSYT70IT2P5HKN2Z3NWQWVK1XD00, chicago polic announc three peopl charg death marlen ochoalopez includ clarissa figueroa h,About the police - Neutral
3XUSYT70IT2P5HKN2Z3NWQWVK1Y0DO, spring grove woman 71 asleep pickup truck came barrel bedroom middl night,Not about the police
3XUY87HIVPFPCPX74XPODDQ2WIQMM2, polic suspect southwest side woman lure young expect mother home pregnant woman slai,About the police - Neutral
3XUY87HIVPFPCPX74XPODDQ2WIRMM3, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48,About the police - Negative
3XWUWJ18TLRR257PM17WVXOQMQWUUU, read,Not about the police
3Y3CZJSZ9KUI1YPTH64JIA9QGA05RK, chicago mayor tradit reli citi polic offic secur new mayor lori lightfoot secur det,About the police - Positive
3Y3CZJSZ9KUI1YPTH64JIA9QGAZR55, chicagotribun chicago polic investig three molotov cocktail found outsid ansh sholom bnai israel congreg,About the police - Neutral
3Y3N5A7N4GAP66MLN0DZ78D95S4MYS, thejusticedept follow covertli electron harass poison amp setup frame racist fbi use l,About the police - Negative
3Y3N5A7N4GAP66MLN0DZ78D95S4YM4, ochoalopez made arrang pick babi cloth clarisa met facebook group accord,Not about the police
3Y40HMYLL1JJJ91KR6IJF4NUG8DUXM, pregnant chicago woman slain babi cut womb respond facebook offer free babi cloth,Not about the police
3Y40HMYLL1JJJ91KR6IJF4NUG8DXUP, theatlant rahmemanuel mayor suppress shoot info black man chicago polic bad actorspleas,About the police - Negative
3Y7LTZE0YTN8O41ZSO64CP35O8BUZJ, bymattmasterson word realli cannot express disgust thoroughli disturb alleg chicagopolic superint,About the police - Positive
3Y7LTZE0YTN8O41ZSO64CP35O8BZUO, cbschicago polic say stray gunfir struck suburban school bu drop student museum scienc industri ch,About the police - Positive
3YCT0L9OMMAYS2VC0V0A21E8TXINSF, detect seek assist identifi six offend relat robberi occur april 27,About the police - Neutral
3YD0MU1NC225PLHV3OXUL4YC7C67AS, fox32new warn polic men pose plumber construct worker trick elderli chicago homeown let th,Not about the police
3YD0MU1NC225PLHV3OXUL4YC7C6A7V, realdonaldtrump northern ill dist court judg robert dow threwout lawsuit prevent case set preced,Not about the police
3YD0MU1NC225PLHV3OXUL4YC7C7A7W, man say fck chicago amp move goon opp hunt play king von run policeda product dvd,About the police - Positive
3YGE63DIN8YOENKEJU8DOELGRH40WX, transpar sought chicago black person hilari buri polic abus,About the police - Positive
3YGYP13641AMRNVZL605CR9C7VZNRR, realsaavedra wow still go guy imagin citi chicago polic depart,About the police - Positive
3YGYP13641AMRNVZL605CR9C7VZRNV, dont like polic much propos instead keithboykin chicago postfergu,About the police - Neutral
3YKP7CX6G2GA8VMN92XQGFIIPUR7BN, cstbreak polic search suspect beat rob person sleep red line train,Not about the police
3YKP7CX6G2GA8VMN92XQGFIIPUS7BO, jap,About the police - Positive
3YLPJ8OXX8EK2B75C0R120P0HVOX41, racist fbi reli corrupt chicagoevergreen pk polic amp gang amp low life filth individu use covert poi,About the police - Neutral
3YLPJ8OXX8EK2B75C0R120P0HVP4X9, miss pregnant woman found dead babi forcibl remov womb polic say,About the police - Negative
3YLPJ8OXX8EK2B75C0R120P0HVPX42, watch new showtim documentari 16 shot explor chicago polic coverup laquan mcdonald murder via theroot,About the police - Positive
3YLPJ8OXX8EK2B75C0R120P0HVQ4XA, anton carter found guilti kill offduti chicago polic offic michael bailey botch carjack 2010,About the police - Positive
3YLTXLH3DF795ET95G132CC1K12HPK, justic chicago polic depart fail solv thousand rape case last decad,About the police - Negative
3YLTXLH3DF795ET95G132CC1K12PHS, chicagobreak im friggin sick hear peopl shoot place dont care,About the police - Negative
3YO4AH2FPDLJUQOS7L97WP3U3GMQ0I, peterda cowardic peter cowardic anyway keep rememb berni sander start,Not about the police
3YO4AH2FPDLJUQOS7L97WP3U3GN0QT, chicagocaps20 father brandt amp chaplain robert montelongo stop visit command loughran welcom half 020t,About the police - Neutral
3YOAVL4CA0I9767KDIFMZL5BPVN4Z6, oprahgucci mom retir chicago polic depart today turn 63 year old week gemini szn,About the police - Positive
3YZ7A3YHR5UU2DP6WV4O8KEM2CIS5U, former chicago polic command kenneth johnson plead guilti steal 363000 social secur moth,About the police - Negative
3Z33IC0JC0NTVS8MTGMAVN3VNCV9V7, watch trailer laquan mcdonald documentari 16 shot showtim documentari examin 17yearol,Not about the police
3Z33IC0JC0NTVS8MTGMAVN3VNCW9V8, chicagocaps14 cpdetd chicagopolic good luck incred difficult job thank,About the police - Positive
3Z3R5YC0P3ONJAVAR7MN411LTPAFTP, student amp faculti rais 200 chicago polic depart memori fund today wear blue support,About the police - Positive
3Z3R5YC0P3ONJAVAR7MN411LTPATF3, slap face cpd civilian detail spokesman said mayor ad severa,About the police - Negative
3Z56AA6EK41NNMCFHHI7OHTG6IBM6S, helloimjai tiaew chicagopolic fox32new marlen group ask buy trade doub,About the police - Neutral
3Z56AA6EK41NNMCFHHI7OHTG6IC6MD, kmontenegro polic offic judg probat offic massiv overestim direct linkag someon,About the police - Negative
3Z8UJEJOCZE9JJ6396G4CSBCWS393B, carri subway sandwich chicago alderman arrest file fals polic report get sm,About the police - Neutral
3ZCC2DXSD75P0NBZ631A130GE2IYYU, molotov cocktail thrown chicago synagogu polic say,About the police - Neutral
3ZFRE2BDQ9F058VUXTHRWW29IQRZXF, upackmov 84ewashington newcityapt newcityexp chicago311 aldermanburnett bikelaneupris chicagopolic,Not about the police
3ZFRE2BDQ9F058VUXTHRWW29IQSXZE, cbschicago lawyer repres chicago polic offic say kim foxx su alleg connect activist known,About the police - Neutral
3ZFRE2BDQ9F058VUXTHRWW29IQSZXG, chicagobreak chicago polic arson unit investig 3 molotov cocktail found outsid lakeview east synagogu,About the police - Neutral
3ZICQFRS31JPA3V9YB5CTHIKQQQZZD, patrickfazio good thursday afternoon patrick watch press confer chicago polic arrest 3 pe,About the police - Neutral
3ZLW647WALWYJZL4OX1P253YQMS23B, samtskin cartunenetwerk mrmola bt would invok convers season 5 import par,Not about the police
3ZLW647WALWYJZL4OX1P253YQMT23C, mayor emanuel revisionist histori polic reform,About the police - Neutral
3ZQA3IO31BSGG3WUORL3LPR4T7A1OO, rooki cop train need retir us marshal run lightfoot bodyguard detail via suntim,About the police - Neutral
3ZQA3IO31BSGG3WUORL3LPR4T7AO1B, crweworld axon partner chicago polic depart first vr empathi train program debut new autism empathi traini,About the police - Positive
3ZQA3IO31BSGG3WUORL3LPR4T7B1OP, columbuspolic westervillepd chicagopolic great job guy amp way repres,About the police - Positive
3ZQX1VYFTD6YR3GFNCUI0ZEC7DGO8V, cahulaan armor truck cop rifl crowd chicago height street larg crowd chicago height polic officersinclud sl,About the police - Neutral
3ZQX1VYFTD6YR3GFNCUI0ZEC7DH8OG, rememb fallen chicago polic offic along entir nation today honor w,About the police - Positive
3ZRKL6Z1E84SIAEQDRNFCH5BSLWGS0, chicago chicago polic seek suspect arson attempt synagogu,About the police - Neutral
3ZTE0JGGCET0366S4OAN2LAVX41OC1, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48 chi,Not about the police
